"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
"4945",2013,4,17,NA,1557,NA,NA,1754,NA,"9E",3523,NA,"JFK","ORD",NA,740,15,57,2013-04-17 15:00:00
"4946",2013,4,17,NA,1300,NA,NA,1505,NA,"9E",3867,NA,"EWR","CVG",NA,569,13,0,2013-04-17 13:00:00
"4947",2013,4,17,NA,755,NA,NA,1007,NA,"9E",3879,NA,"EWR","CVG",NA,569,7,55,2013-04-17 07:00:00
"4948",2013,4,17,NA,630,NA,NA,805,NA,"AA",303,"N547AA","LGA","ORD",NA,733,6,30,2013-04-17 06:00:00
"4949",2013,4,17,NA,1325,NA,NA,1500,NA,"AA",331,"N491AA","LGA","ORD",NA,733,13,25,2013-04-17 13:00:00
"4950",2013,4,17,NA,1415,NA,NA,1555,NA,"AA",337,"N492AA","LGA","ORD",NA,733,14,15,2013-04-17 14:00:00
"4951",2013,4,17,NA,1500,NA,NA,1645,NA,"AA",341,"N508AA","LGA","ORD",NA,733,15,0,2013-04-17 15:00:00
"4952",2013,4,17,NA,1945,NA,NA,2125,NA,"AA",361,"N4YEAA","LGA","ORD",NA,733,19,45,2013-04-17 19:00:00
"4953",2013,4,17,NA,2055,NA,NA,2230,NA,"AA",371,"N521AA","LGA","ORD",NA,733,20,55,2013-04-17 20:00:00
"4954",2013,4,17,NA,900,NA,NA,1215,NA,"AA",647,"N5EVAA","JFK","MIA",NA,1089,9,0,2013-04-17 09:00:00
"4955",2013,4,17,NA,1250,NA,NA,1540,NA,"AA",745,"N3EAAA","LGA","DFW",NA,1389,12,50,2013-04-17 12:00:00
"4956",2013,4,17,NA,1755,NA,NA,2120,NA,"AA",1611,"N3HKAA","LGA","MIA",NA,1096,17,55,2013-04-17 17:00:00
"4957",2013,4,17,NA,615,NA,NA,915,NA,"AA",1895,"N3DSAA","EWR","MIA",NA,1085,6,15,2013-04-17 06:00:00
"4958",2013,4,17,NA,945,NA,NA,1255,NA,"B6",375,"N508JB","LGA","FLL",NA,1076,9,45,2013-04-17 09:00:00
"4959",2013,4,17,NA,1555,NA,NA,1815,NA,"WN",3952,"N554WN","EWR","DEN",NA,1605,15,55,2013-04-17 15:00:00
"4960",2013,4,17,NA,2030,NA,NA,2150,NA,"WN",490,"N290WN","EWR","MDW",NA,711,20,30,2013-04-17 20:00:00
"4961",2013,4,17,NA,1245,NA,NA,1525,NA,"WN",2497,"N407WN","LGA","DEN",NA,1620,12,45,2013-04-17 12:00:00
"4962",2013,4,17,NA,1555,NA,NA,1715,NA,"MQ",3695,"N526MQ","EWR","ORD",NA,719,15,55,2013-04-17 15:00:00
"4963",2013,4,17,NA,1815,NA,NA,1955,NA,"MQ",3730,"N534MQ","EWR","ORD",NA,719,18,15,2013-04-17 18:00:00
"4964",2013,4,17,NA,2055,NA,NA,2215,NA,"MQ",3744,"N516MQ","EWR","ORD",NA,719,20,55,2013-04-17 20:00:00
"4965",2013,4,17,NA,1830,NA,NA,1940,NA,"MQ",3944,"N907MQ","JFK","BWI",NA,184,18,30,2013-04-17 18:00:00
"4966",2013,4,17,NA,1800,NA,NA,1937,NA,"UA",1023,NA,"LGA","ORD",NA,733,18,0,2013-04-17 18:00:00
"4967",2013,4,17,NA,1716,NA,NA,1940,NA,"UA",1078,NA,"LGA","DEN",NA,1620,17,16,2013-04-17 17:00:00
"4968",2013,4,17,NA,829,NA,NA,1034,NA,"MQ",4478,"N722MQ","LGA","DTW",NA,502,8,29,2013-04-17 08:00:00
"4969",2013,4,17,NA,1600,NA,NA,1730,NA,"UA",417,NA,"EWR","ORD",NA,719,16,0,2013-04-17 16:00:00
"4970",2013,4,17,NA,720,NA,NA,1003,NA,"UA",427,NA,"LGA","IAH",NA,1416,7,20,2013-04-17 07:00:00
"4971",2013,4,17,NA,1500,NA,NA,1638,NA,"UA",471,NA,"LGA","ORD",NA,733,15,0,2013-04-17 15:00:00
"4972",2013,4,17,NA,1210,NA,NA,1422,NA,"UA",560,NA,"EWR","DEN",NA,1605,12,10,2013-04-17 12:00:00
"4973",2013,4,17,NA,2000,NA,NA,2138,NA,"UA",695,NA,"LGA","ORD",NA,733,20,0,2013-04-17 20:00:00
"4974",2013,4,17,NA,1844,NA,NA,2114,NA,"UA",1523,NA,"EWR","DEN",NA,1605,18,44,2013-04-17 18:00:00
"4975",2013,4,17,NA,1544,NA,NA,1744,NA,"UA",1719,NA,"LGA","CLE",NA,419,15,44,2013-04-17 15:00:00
"4976",2013,4,18,605,610,-5,NA,745,NA,"AA",301,"N571AA","LGA","ORD",NA,733,6,10,2013-04-18 06:00:00
"4977",2013,4,18,647,650,-3,NA,945,NA,"AA",711,"N3GKAA","LGA","DFW",NA,1389,6,50,2013-04-18 06:00:00
"4978",2013,4,18,731,730,1,1254,1050,NA,"AA",33,"N329AA","JFK","LAX",NA,2475,7,30,2013-04-18 07:00:00
"4979",2013,4,18,732,641,51,1315,915,NA,"UA",848,"N484UA","EWR","PHX",NA,2133,6,41,2013-04-18 06:00:00
"4980",2013,4,18,739,725,14,1343,1057,NA,"UA",457,"N486UA","EWR","SFO",NA,2565,7,25,2013-04-18 07:00:00
"4981",2013,4,18,812,800,12,1136,914,NA,"US",2165,"N745VJ","LGA","DCA",NA,214,8,0,2013-04-18 08:00:00
"4982",2013,4,18,931,925,6,1404,1235,NA,"AA",1097,"N501AA","LGA","DFW",NA,1389,9,25,2013-04-18 09:00:00
"4983",2013,4,18,1342,1345,-3,1857,1546,NA,"EV",4193,"N17146","EWR","MSP",NA,1008,13,45,2013-04-18 13:00:00
"4984",2013,4,18,2241,2245,-4,NA,2359,NA,"B6",128,"N318JB","JFK","BTV",NA,266,22,45,2013-04-18 22:00:00
"4985",2013,4,18,NA,2110,NA,NA,2232,NA,"EV",4119,"N16541","EWR","RIC",NA,277,21,10,2013-04-18 21:00:00
"4986",2013,4,18,NA,1929,NA,NA,2157,NA,"EV",5181,"N707EV","EWR","ATL",NA,746,19,29,2013-04-18 19:00:00
"4987",2013,4,18,NA,1529,NA,NA,1731,NA,"EV",5673,"N33182","EWR","GRR",NA,605,15,29,2013-04-18 15:00:00
"4988",2013,4,18,NA,1815,NA,NA,2036,NA,"9E",3285,NA,"JFK","DTW",NA,509,18,15,2013-04-18 18:00:00
"4989",2013,4,18,NA,1605,NA,NA,1731,NA,"9E",3603,NA,"JFK","PHL",NA,94,16,5,2013-04-18 16:00:00
"4990",2013,4,18,NA,830,NA,NA,1019,NA,"9E",3521,NA,"JFK","ORD",NA,740,8,30,2013-04-18 08:00:00
"4991",2013,4,18,NA,1557,NA,NA,1754,NA,"9E",3523,NA,"JFK","ORD",NA,740,15,57,2013-04-18 15:00:00
"4992",2013,4,18,NA,1925,NA,NA,2122,NA,"9E",3525,NA,"JFK","ORD",NA,740,19,25,2013-04-18 19:00:00
"4993",2013,4,18,NA,915,NA,NA,1105,NA,"AA",313,"N439AA","LGA","ORD",NA,733,9,15,2013-04-18 09:00:00
"4994",2013,4,18,NA,1125,NA,NA,1305,NA,"AA",327,"N4WRAA","LGA","ORD",NA,733,11,25,2013-04-18 11:00:00
"4995",2013,4,18,NA,1325,NA,NA,1500,NA,"AA",331,"N564AA","LGA","ORD",NA,733,13,25,2013-04-18 13:00:00
"4996",2013,4,18,NA,1800,NA,NA,1950,NA,"AA",353,"N4YEAA","LGA","ORD",NA,733,18,0,2013-04-18 18:00:00
"4997",2013,4,18,NA,1700,NA,NA,1850,NA,"AA",345,"N200AA","LGA","ORD",NA,733,17,0,2013-04-18 17:00:00
"4998",2013,4,18,NA,1015,NA,NA,1310,NA,"AA",731,"N3BHAA","LGA","DFW",NA,1389,10,15,2013-04-18 10:00:00
"4999",2013,4,18,NA,1235,NA,NA,1520,NA,"AA",1033,"N578AA","EWR","DFW",NA,1372,12,35,2013-04-18 12:00:00
"5000",2013,4,18,NA,925,NA,NA,1110,NA,"AA",1855,"N542AA","LGA","STL",NA,888,9,25,2013-04-18 09:00:00
"5001",2013,4,18,NA,1200,NA,NA,1311,NA,"US",2173,NA,"LGA","DCA",NA,214,12,0,2013-04-18 12:00:00
"5002",2013,4,18,NA,1800,NA,NA,1935,NA,"WN",504,"N276WN","EWR","MDW",NA,711,18,0,2013-04-18 18:00:00
"5003",2013,4,18,NA,1555,NA,NA,1715,NA,"MQ",3695,"N514MQ","EWR","ORD",NA,719,15,55,2013-04-18 15:00:00
"5004",2013,4,18,NA,1150,NA,NA,1305,NA,"MQ",3697,"N546MQ","EWR","ORD",NA,719,11,50,2013-04-18 11:00:00
"5005",2013,4,18,NA,2055,NA,NA,2215,NA,"MQ",3744,"N525MQ","EWR","ORD",NA,719,20,55,2013-04-18 20:00:00
"5006",2013,4,18,NA,1830,NA,NA,1940,NA,"MQ",3944,"N636MQ","JFK","BWI",NA,184,18,30,2013-04-18 18:00:00
"5007",2013,4,18,NA,700,NA,NA,920,NA,"MQ",4534,"N735MQ","LGA","XNA",NA,1147,7,0,2013-04-18 07:00:00
"5008",2013,4,18,NA,1908,NA,NA,2051,NA,"UA",1482,NA,"EWR","ORD",NA,719,19,8,2013-04-18 19:00:00
"5009",2013,4,18,NA,1600,NA,NA,1731,NA,"UA",1492,NA,"EWR","ORD",NA,719,16,0,2013-04-18 16:00:00
"5010",2013,4,18,NA,1948,NA,NA,2241,NA,"UA",301,NA,"EWR","IAH",NA,1400,19,48,2013-04-18 19:00:00
"5011",2013,4,18,NA,1835,NA,NA,2205,NA,"UA",389,NA,"JFK","SFO",NA,2586,18,35,2013-04-18 18:00:00
"5012",2013,4,18,NA,938,NA,NA,1217,NA,"UA",486,NA,"EWR","LAS",NA,2227,9,38,2013-04-18 09:00:00
"5013",2013,4,18,NA,900,NA,NA,1038,NA,"UA",544,NA,"LGA","ORD",NA,733,9,0,2013-04-18 09:00:00
"5014",2013,4,18,NA,2119,NA,NA,9,NA,"UA",568,NA,"EWR","IAH",NA,1400,21,19,2013-04-18 21:00:00
"5015",2013,4,18,NA,700,NA,NA,831,NA,"UA",583,NA,"LGA","ORD",NA,733,7,0,2013-04-18 07:00:00
"5016",2013,4,18,NA,1700,NA,NA,1838,NA,"UA",689,NA,"LGA","ORD",NA,733,17,0,2013-04-18 17:00:00
"5017",2013,4,18,NA,2000,NA,NA,2138,NA,"UA",695,NA,"LGA","ORD",NA,733,20,0,2013-04-18 20:00:00
"5018",2013,4,18,NA,940,NA,NA,1114,NA,"UA",731,NA,"EWR","ORD",NA,719,9,40,2013-04-18 09:00:00
"5019",2013,4,18,NA,2018,NA,NA,2326,NA,"UA",1241,NA,"EWR","TPA",NA,997,20,18,2013-04-18 20:00:00
"5020",2013,4,19,954,930,24,1401,1240,NA,"WN",972,"N789SW","EWR","AUS",NA,1504,9,30,2013-04-19 09:00:00
"5021",2013,4,19,1543,1350,113,2036,1559,NA,"EV",4224,"N12957","EWR","SAV",NA,708,13,50,2013-04-19 13:00:00
"5022",2013,4,19,1639,1545,54,2125,1916,NA,"DL",1043,"N390DA","JFK","SEA",NA,2422,15,45,2013-04-19 15:00:00
"5023",2013,4,19,1821,1545,156,NA,1712,NA,"9E",3580,"N8869B","JFK","BWI",NA,184,15,45,2013-04-19 15:00:00
"5024",2013,4,19,1826,1700,86,2330,1821,NA,"US",2183,"N758US","LGA","DCA",NA,214,17,0,2013-04-19 17:00:00
"5025",2013,4,19,1901,1800,61,NA,1915,NA,"US",2185,"N744P","LGA","DCA",NA,214,18,0,2013-04-19 18:00:00
"5026",2013,4,19,1950,1900,50,NA,2045,NA,"EV",5038,"N744EV","LGA","BHM",NA,866,19,0,2013-04-19 19:00:00
"5027",2013,4,19,1950,1845,65,NA,2030,NA,"MQ",4517,"N717MQ","LGA","CRW",NA,444,18,45,2013-04-19 18:00:00
"5028",2013,4,19,1956,2005,-9,NA,2200,NA,"MQ",4555,"N723MQ","LGA","CMH",NA,479,20,5,2013-04-19 20:00:00
"5029",2013,4,19,2020,1855,85,NA,2050,NA,"MQ",4649,"N3AEMQ","LGA","MSP",NA,1020,18,55,2013-04-19 18:00:00
"5030",2013,4,19,2026,1859,87,NA,2122,NA,"FL",645,"N717JL","LGA","ATL",NA,762,18,59,2013-04-19 18:00:00
"5031",2013,4,19,2112,1915,117,NA,2111,NA,"EV",5168,"N754EV","LGA","GSO",NA,461,19,15,2013-04-19 19:00:00
"5032",2013,4,19,NA,2059,NA,NA,2304,NA,"EV",3256,"N12195","EWR","CHS",NA,628,20,59,2013-04-19 20:00:00
"5033",2013,4,19,NA,2000,NA,NA,2117,NA,"EV",3267,"N22971","EWR","PWM",NA,284,20,0,2013-04-19 20:00:00
"5034",2013,4,19,NA,1029,NA,NA,1225,NA,"EV",3274,"N12157","EWR","CHS",NA,628,10,29,2013-04-19 10:00:00
"5035",2013,4,19,NA,2110,NA,NA,2232,NA,"EV",4119,"N11184","EWR","RIC",NA,277,21,10,2013-04-19 21:00:00
"5036",2013,4,19,NA,1616,NA,NA,1850,NA,"EV",3819,"N14573","EWR","ATL",NA,746,16,16,2013-04-19 16:00:00
"5037",2013,4,19,NA,1955,NA,NA,2139,NA,"EV",3823,"N13161","LGA","CLE",NA,419,19,55,2013-04-19 19:00:00
"5038",2013,4,19,NA,1329,NA,NA,1507,NA,"EV",3832,"N14558","EWR","STL",NA,872,13,29,2013-04-19 13:00:00
"5039",2013,4,19,NA,2014,NA,NA,2218,NA,"EV",3847,"N19966","EWR","CVG",NA,569,20,14,2013-04-19 20:00:00
"5040",2013,4,19,NA,1447,NA,NA,1639,NA,"EV",3853,"N13964","EWR","CMH",NA,463,14,47,2013-04-19 14:00:00
"5041",2013,4,19,NA,1900,NA,NA,2134,NA,"EV",4087,"N13949","EWR","ATL",NA,746,19,0,2013-04-19 19:00:00
"5042",2013,4,19,NA,847,NA,NA,1054,NA,"EV",4097,"N11193","EWR","MCI",NA,1092,8,47,2013-04-19 08:00:00
"5043",2013,4,19,NA,1403,NA,NA,1547,NA,"EV",4100,"N14960","EWR","MEM",NA,946,14,3,2013-04-19 14:00:00
"5044",2013,4,19,NA,2150,NA,NA,2255,NA,"EV",4117,"N14920","EWR","DCA",NA,199,21,50,2013-04-19 21:00:00
"5045",2013,4,19,NA,1450,NA,NA,1657,NA,"EV",4181,"N13997","EWR","MCI",NA,1092,14,50,2013-04-19 14:00:00
"5046",2013,4,19,NA,1709,NA,NA,1853,NA,"EV",4202,"N13988","EWR","STL",NA,872,17,9,2013-04-19 17:00:00
"5047",2013,4,19,NA,1430,NA,NA,1626,NA,"EV",4157,"N12567","EWR","CHS",NA,628,14,30,2013-04-19 14:00:00
"5048",2013,4,19,NA,2029,NA,NA,2230,NA,"EV",4166,"N16918","EWR","GSP",NA,594,20,29,2013-04-19 20:00:00
"5049",2013,4,19,NA,1935,NA,NA,2159,NA,"EV",4333,"N14542","EWR","TUL",NA,1215,19,35,2013-04-19 19:00:00
"5050",2013,4,19,NA,1947,NA,NA,2100,NA,"EV",4312,"N16918","EWR","DCA",NA,199,19,47,2013-04-19 19:00:00
"5051",2013,4,19,NA,1457,NA,NA,1634,NA,"EV",4323,"N15555","EWR","RDU",NA,416,14,57,2013-04-19 14:00:00
"5052",2013,4,19,NA,1935,NA,NA,2100,NA,"EV",4131,"N14162","EWR","RIC",NA,277,19,35,2013-04-19 19:00:00
"5053",2013,4,19,NA,1305,NA,NA,1528,NA,"EV",4141,"N11113","EWR","ATL",NA,746,13,5,2013-04-19 13:00:00
"5054",2013,4,19,NA,2059,NA,NA,2256,NA,"EV",4368,"N14570","EWR","DAY",NA,533,20,59,2013-04-19 20:00:00
"5055",2013,4,19,NA,2159,NA,NA,2302,NA,"EV",4276,"N11150","EWR","BDL",NA,116,21,59,2013-04-19 21:00:00
"5056",2013,4,19,NA,1900,NA,NA,2110,NA,"EV",4295,"N19554","EWR","MCI",NA,1092,19,0,2013-04-19 19:00:00
"5057",2013,4,19,NA,1632,NA,NA,1824,NA,"EV",4411,"N16981","EWR","MEM",NA,946,16,32,2013-04-19 16:00:00
"5058",2013,4,19,NA,1800,NA,NA,2001,NA,"EV",4382,"N12567","EWR","DTW",NA,488,18,0,2013-04-19 18:00:00
"5059",2013,4,19,NA,1759,NA,NA,1951,NA,"EV",4560,"N14177","EWR","CMH",NA,463,17,59,2013-04-19 17:00:00
"5060",2013,4,19,NA,1529,NA,NA,1730,NA,"EV",4667,"N16170","EWR","MSP",NA,1008,15,29,2013-04-19 15:00:00
"5061",2013,4,19,NA,2000,NA,NA,2202,NA,"EV",4622,"N11119","EWR","GRR",NA,605,20,0,2013-04-19 20:00:00
"5062",2013,4,19,NA,2106,NA,NA,2334,NA,"EV",4631,"N26549","EWR","JAX",NA,820,21,6,2013-04-19 21:00:00
"5063",2013,4,19,NA,1350,NA,NA,1505,NA,"EV",4633,"N13949","EWR","BTV",NA,266,13,50,2013-04-19 13:00:00
"5064",2013,4,19,NA,1714,NA,NA,1910,NA,"EV",4645,"N14143","EWR","CHS",NA,628,17,14,2013-04-19 17:00:00
"5065",2013,4,19,NA,2115,NA,NA,2326,NA,"EV",4682,"N14998","EWR","SDF",NA,642,21,15,2013-04-19 21:00:00
"5066",2013,4,19,NA,1640,NA,NA,1845,NA,"EV",4997,"N131EV","EWR","DTW",NA,488,16,40,2013-04-19 16:00:00
"5067",2013,4,19,NA,1430,NA,NA,1629,NA,"EV",4975,"N748EV","EWR","MSP",NA,1008,14,30,2013-04-19 14:00:00
"5068",2013,4,19,NA,2110,NA,NA,2242,NA,"EV",5212,"N753EV","LGA","RIC",NA,292,21,10,2013-04-19 21:00:00
"5069",2013,4,19,NA,1930,NA,NA,2050,NA,"EV",5714,"N877AS","JFK","IAD",NA,228,19,30,2013-04-19 19:00:00
"5070",2013,4,19,NA,1729,NA,NA,1847,NA,"EV",4353,"N13538","EWR","BNA",NA,748,17,29,2013-04-19 17:00:00
"5071",2013,4,19,NA,835,NA,NA,1041,NA,"EV",4357,"N12957","EWR","CVG",NA,569,8,35,2013-04-19 08:00:00
"5072",2013,4,19,NA,1815,NA,NA,2036,NA,"9E",3285,NA,"JFK","DTW",NA,509,18,15,2013-04-19 18:00:00
"5073",2013,4,19,NA,2000,NA,NA,2248,NA,"9E",3313,NA,"JFK","JAX",NA,828,20,0,2013-04-19 20:00:00
"5074",2013,4,19,NA,1845,NA,NA,2110,NA,"9E",3403,NA,"JFK","MCI",NA,1113,18,45,2013-04-19 18:00:00
"5075",2013,4,19,NA,1530,NA,NA,1803,NA,"9E",3579,NA,"JFK","IND",NA,665,15,30,2013-04-19 15:00:00
"5076",2013,4,19,NA,1608,NA,NA,1815,NA,"9E",3368,NA,"JFK","RDU",NA,427,16,8,2013-04-19 16:00:00
"5077",2013,4,19,NA,1935,NA,NA,2134,NA,"9E",3370,NA,"JFK","RDU",NA,427,19,35,2013-04-19 19:00:00
"5078",2013,4,19,NA,2045,NA,NA,2219,NA,"9E",3395,NA,"JFK","DCA",NA,213,20,45,2013-04-19 20:00:00
"5079",2013,4,19,NA,1605,NA,NA,1731,NA,"9E",3603,NA,"JFK","PHL",NA,94,16,5,2013-04-19 16:00:00
"5080",2013,4,19,NA,757,NA,NA,945,NA,"9E",3611,NA,"JFK","PIT",NA,340,7,57,2013-04-19 07:00:00
"5081",2013,4,19,NA,1345,NA,NA,1453,NA,"9E",3638,NA,"JFK","PHL",NA,94,13,45,2013-04-19 13:00:00
"5082",2013,4,19,NA,1815,NA,NA,2036,NA,"9E",3542,NA,"JFK","MSP",NA,1029,18,15,2013-04-19 18:00:00
"5083",2013,4,19,NA,1915,NA,NA,2139,NA,"9E",3826,NA,"JFK","CHS",NA,636,19,15,2013-04-19 19:00:00
"5084",2013,4,19,NA,1645,NA,NA,1858,NA,"9E",3881,NA,"EWR","CVG",NA,569,16,45,2013-04-19 16:00:00
"5085",2013,4,19,NA,1930,NA,NA,2133,NA,"9E",3899,NA,"JFK","CLE",NA,425,19,30,2013-04-19 19:00:00
"5086",2013,4,19,NA,1820,NA,NA,2000,NA,"9E",4019,NA,"JFK","RIC",NA,288,18,20,2013-04-19 18:00:00
"5087",2013,4,19,NA,2015,NA,NA,2239,NA,"9E",4033,NA,"LGA","TYS",NA,647,20,15,2013-04-19 20:00:00
"5088",2013,4,19,NA,1645,NA,NA,1849,NA,"9E",4120,NA,"JFK","CLE",NA,425,16,45,2013-04-19 16:00:00
"5089",2013,4,19,NA,1935,NA,NA,2113,NA,"9E",4127,NA,"JFK","IAD",NA,228,19,35,2013-04-19 19:00:00
"5090",2013,4,19,NA,1930,NA,NA,2146,NA,"9E",3798,NA,"JFK","CLT",NA,541,19,30,2013-04-19 19:00:00
"5091",2013,4,19,NA,1530,NA,NA,1710,NA,"9E",4178,NA,"JFK","ROC",NA,264,15,30,2013-04-19 15:00:00
"5092",2013,4,19,NA,610,NA,NA,745,NA,"AA",301,"N438AA","LGA","ORD",NA,733,6,10,2013-04-19 06:00:00
"5093",2013,4,19,NA,1829,NA,NA,2040,NA,"9E",4059,NA,"LGA","DAY",NA,549,18,29,2013-04-19 18:00:00
"5094",2013,4,19,NA,2359,NA,NA,339,NA,"B6",727,"N589JB","JFK","BQN",NA,1576,23,59,2013-04-19 23:00:00
"5095",2013,4,19,NA,2245,NA,NA,2359,NA,"B6",128,"N178JB","JFK","BTV",NA,266,22,45,2013-04-19 22:00:00
"5096",2013,4,19,NA,2000,NA,NA,2144,NA,"B6",130,"N279JB","JFK","BUF",NA,301,20,0,2013-04-19 20:00:00
"5097",2013,4,19,NA,1705,NA,NA,1913,NA,"B6",1085,"N324JB","JFK","CLT",NA,541,17,5,2013-04-19 17:00:00
"5098",2013,4,19,NA,2045,NA,NA,2353,NA,"B6",629,"N198JB","JFK","HOU",NA,1428,20,45,2013-04-19 20:00:00
"5099",2013,4,19,NA,2040,NA,NA,2331,NA,"B6",155,"N520JB","JFK","MCO",NA,944,20,40,2013-04-19 20:00:00
"5100",2013,4,19,NA,2030,NA,NA,2258,NA,"B6",115,"N190JB","JFK","MSY",NA,1182,20,30,2013-04-19 20:00:00
"5101",2013,4,19,NA,2000,NA,NA,2305,NA,"B6",39,"N807JB","JFK","PBI",NA,1028,20,0,2013-04-19 20:00:00
"5102",2013,4,19,NA,2245,NA,NA,1,NA,"B6",608,"N353JB","JFK","PWM",NA,273,22,45,2013-04-19 22:00:00
"5103",2013,4,19,NA,2255,NA,NA,11,NA,"B6",30,"N265JB","JFK","ROC",NA,264,22,55,2013-04-19 22:00:00
"5104",2013,4,19,NA,2249,NA,NA,2359,NA,"B6",22,"N236JB","JFK","SYR",NA,209,22,49,2013-04-19 22:00:00
"5105",2013,4,19,NA,1630,NA,NA,1851,NA,"US",681,NA,"EWR","PHX",NA,2133,16,30,2013-04-19 16:00:00
"5106",2013,4,19,NA,1200,NA,NA,1310,NA,"US",2126,NA,"LGA","BOS",NA,184,12,0,2013-04-19 12:00:00
"5107",2013,4,19,NA,2100,NA,NA,2215,NA,"US",2191,NA,"LGA","DCA",NA,214,21,0,2013-04-19 21:00:00
"5108",2013,4,19,NA,1250,NA,NA,1535,NA,"WN",1791,"N447WN","EWR","HOU",NA,1411,12,50,2013-04-19 12:00:00
"5109",2013,4,19,NA,1603,NA,NA,1730,NA,"YV",3790,"N519LR","LGA","IAD",NA,229,16,3,2013-04-19 16:00:00
"5110",2013,4,19,NA,1150,NA,NA,1305,NA,"MQ",3697,"N5PBMQ","EWR","ORD",NA,719,11,50,2013-04-19 11:00:00
"5111",2013,4,19,NA,1940,NA,NA,2130,NA,"MQ",3783,"N546MQ","JFK","CMH",NA,483,19,40,2013-04-19 19:00:00
"5112",2013,4,19,NA,1100,NA,NA,1210,NA,"MQ",3792,"N531MQ","JFK","DCA",NA,213,11,0,2013-04-19 11:00:00
"5113",2013,4,19,NA,2055,NA,NA,2215,NA,"MQ",3744,"N512MQ","EWR","ORD",NA,719,20,55,2013-04-19 20:00:00
"5114",2013,4,19,NA,1559,NA,NA,1814,NA,"MQ",3985,"N699MQ","JFK","CVG",NA,589,15,59,2013-04-19 15:00:00
"5115",2013,4,19,NA,1830,NA,NA,1940,NA,"MQ",3944,"N606MQ","JFK","BWI",NA,184,18,30,2013-04-19 18:00:00
"5116",2013,4,19,NA,1700,NA,NA,1835,NA,"MQ",4255,"N659MQ","JFK","BNA",NA,765,17,0,2013-04-19 17:00:00
"5117",2013,4,19,NA,850,NA,NA,1025,NA,"MQ",4406,"N842MQ","JFK","RDU",NA,427,8,50,2013-04-19 08:00:00
"5118",2013,4,19,NA,1700,NA,NA,1830,NA,"MQ",4410,"N839MQ","JFK","DCA",NA,213,17,0,2013-04-19 17:00:00
"5119",2013,4,19,NA,1440,NA,NA,1630,NA,"MQ",4429,"N721MQ","LGA","CMH",NA,479,14,40,2013-04-19 14:00:00
"5120",2013,4,19,NA,1525,NA,NA,1715,NA,"MQ",4447,"N720MQ","LGA","RDU",NA,431,15,25,2013-04-19 15:00:00
"5121",2013,4,19,NA,2040,NA,NA,2200,NA,"MQ",4449,"N804MQ","JFK","DCA",NA,213,20,40,2013-04-19 20:00:00
"5122",2013,4,19,NA,1700,NA,NA,1830,NA,"MQ",4323,"N673MQ","JFK","ORF",NA,290,17,0,2013-04-19 17:00:00
"5123",2013,4,19,NA,1929,NA,NA,2109,NA,"MQ",4569,"N721MQ","LGA","RDU",NA,431,19,29,2013-04-19 19:00:00
"5124",2013,4,19,NA,2105,NA,NA,2305,NA,"MQ",4573,"N717MQ","LGA","DTW",NA,502,21,5,2013-04-19 21:00:00
"5125",2013,4,19,NA,2115,NA,NA,2310,NA,"MQ",4584,"N539MQ","LGA","CLT",NA,544,21,15,2013-04-19 21:00:00
"5126",2013,4,19,NA,1755,NA,NA,1930,NA,"MQ",4601,"N504MQ","LGA","RDU",NA,431,17,55,2013-04-19 17:00:00
"5127",2013,4,19,NA,2130,NA,NA,2300,NA,"MQ",4617,"N521MQ","LGA","RDU",NA,431,21,30,2013-04-19 21:00:00
"5128",2013,4,19,NA,2125,NA,NA,2235,NA,"MQ",4660,"N509MQ","LGA","BNA",NA,764,21,25,2013-04-19 21:00:00
"5129",2013,4,19,NA,2020,NA,NA,2245,NA,"MQ",4662,"N513MQ","LGA","ATL",NA,762,20,20,2013-04-19 20:00:00
"5130",2013,4,19,NA,2059,NA,NA,2352,NA,"UA",686,NA,"EWR","PBI",NA,1023,20,59,2013-04-19 20:00:00
"5131",2013,4,19,NA,1800,NA,NA,2125,NA,"UA",1645,NA,"EWR","SAT",NA,1569,18,0,2013-04-19 18:00:00
"5132",2013,4,19,NA,1345,NA,NA,1530,NA,"MQ",4491,"N725MQ","LGA","CLE",NA,419,13,45,2013-04-19 13:00:00
"5133",2013,4,19,NA,1800,NA,NA,1944,NA,"UA",269,NA,"EWR","ORD",NA,719,18,0,2013-04-19 18:00:00
"5134",2013,4,19,NA,1835,NA,NA,2205,NA,"UA",389,NA,"JFK","SFO",NA,2586,18,35,2013-04-19 18:00:00
"5135",2013,4,19,NA,630,NA,NA,919,NA,"UA",427,NA,"LGA","IAH",NA,1416,6,30,2013-04-19 06:00:00
"5136",2013,4,20,600,600,0,1028,815,NA,"FL",345,"N168AT","LGA","ATL",NA,762,6,0,2013-04-20 06:00:00
"5137",2013,4,20,NA,809,NA,NA,1010,NA,"EV",4380,"N11181","EWR","MSP",NA,1008,8,9,2013-04-20 08:00:00
"5138",2013,4,20,NA,640,NA,NA,843,NA,"EV",4471,"N12135","EWR","CLT",NA,529,6,40,2013-04-20 06:00:00
"5139",2013,4,20,NA,1830,NA,NA,2003,NA,"9E",4277,NA,"JFK","ORF",NA,290,18,30,2013-04-20 18:00:00
